datetime,x,y,seq
20200117 17:24,121.7935,24.6906,1821
20200117 17:27,121.7919,24.6860,1823
20200117 17:28,121.7929,24.6800,1826
20200117 17:28,121.7914,24.6795,1831
20200117 17:28,121.7930,24.6812,1832
20200117 17:29,121.7854,24.6784,1833
20200117 17:29,121.7879,24.6791,1834
20200117 17:29,121.7854,24.6784,1835
20200117 17:29,121.7839,24.6777,1836
20200117 17:29,121.7854,24.6784,1837
20200117 17:29,121.7879,24.6791,1840
20200117 17:29,121.7854,24.6786,1841
20200117 17:29,121.7877,24.6793,1843
20200117 17:29,121.7854,24.6784,1844
20200117 17:29,121.7879,24.6791,1845
20200117 17:29,121.7839,24.6777,1846
20200117 17:29,121.7855,24.6784,1847
20200117 17:29,121.7877,24.6793,1848
20200117 17:29,121.7839,24.6777,1849
20200117 17:29,121.7855,24.6786,1851
20200117 17:29,121.7879,24.6791,1853
20200117 17:29,121.7839,24.6777,1855
20200117 17:29,121.7854,24.6786,1856
20200117 17:30,121.7778,24.6782,1857
20200117 17:30,121.7839,24.6777,1858
20200117 17:30,121.7811,24.6776,1859
20200117 17:30,121.7761,24.6777,1860
20200117 17:30,121.7814,24.6776,1861
20200117 17:30,121.7778,24.6782,1865
20200117 17:30,121.7813,24.6777,1867
20200117 17:31,121.7777,24.6787,1868
20200117 17:31,121.7776,24.6750,1870
20200117 17:31,121.7777,24.6787,1871
20200117 17:33,121.7761,24.6777,1881
20200117 17:33,121.7777,24.6787,1882
20200117 17:33,121.7761,24.6777,1883
20200117 17:38,121.7723,24.6801,1894
20200117 17:38,121.7752,24.6777,1895
20200117 17:38,121.7723,24.6801,1896
20200117 17:38,121.7752,24.6777,1897
20200117 17:38,121.7726,24.6801,1900
20200117 17:38,121.7777,24.6793,1901
20200117 17:38,121.7723,24.6801,1902
20200117 17:38,121.7752,24.6777,1904
20200117 17:38,121.7723,24.6801,1905
20200117 17:38,121.7752,24.6777,1906
20200117 17:38,121.7723,24.6801,1907
20200117 17:38,121.7752,24.6777,1910
20200117 17:38,121.7723,24.6801,1911
20200117 17:42,121.7748,24.6808,1920
20200117 18:08,121.7723,24.6801,1975
20200117 18:09,121.7743,24.6749,1980
20200117 18:09,121.7726,24.6801,1981
20200117 18:09,121.7753,24.6777,1983
20200117 18:09,121.7721,24.6802,1984
20200117 18:10,121.7753,24.6777,1986
20200117 18:11,121.7777,24.6796,1992
20200117 18:15,121.7715,24.6788,1993
20200117 18:16,121.7703,24.6768,2000
20200117 18:16,121.7718,24.6803,2003
20200117 18:16,121.7700,24.6769,2005
20200117 18:18,121.7714,24.6784,2006
20200117 18:25,121.7685,24.6761,2011
20200117 18:25,121.7705,24.6748,2016
20200117 18:25,121.7686,24.6752,2020
20200117 18:25,121.7705,24.6748,2021
20200117 18:25,121.7714,24.6818,2022
20200117 18:25,121.7687,24.6761,2023
20200117 18:25,121.7707,24.6747,2024
20200117 18:25,121.7714,24.6818,2026
20200117 18:25,121.7690,24.6751,2027
20200117 18:26,121.7711,24.6746,2029
20200117 18:27,121.7684,24.6761,2030
20200117 18:36,121.7705,24.6748,2061
20200117 18:36,121.7716,24.6803,2062
20200117 18:36,121.7705,24.6748,2064
20200117 18:36,121.7722,24.6802,2065
20200117 18:36,121.7685,24.6761,2068
20200117 18:37,121.7716,24.6803,2070
20200117 18:40,121.7722,24.6790,2090
20200117 18:55,121.7700,24.6749,2114
20200117 18:57,121.7698,24.6764,2116
20200117 19:18,121.7690,24.6751,2138
20200117 19:33,121.7684,24.6766,2186
20200117 19:33,121.7682,24.6752,2187
20200117 19:34,121.7684,24.6768,2189
20200117 19:59,121.7700,24.6765,2218
20200117 20:13,121.7722,24.6792,2228
20200117 20:13,121.7697,24.6769,2229
20200117 20:13,121.7720,24.6802,2230
20200117 20:22,121.7754,24.6813,2231
20200117 20:25,121.7779,24.6813,2248
20200117 20:25,121.7755,24.6814,2251
20200117 20:39,121.7777,24.6806,2386
20200117 20:39,121.7754,24.6813,2387
20200117 20:39,121.7777,24.6806,2391
20200117 20:39,121.7755,24.6814,2392
20200117 20:39,121.7777,24.6806,2395
20200117 20:39,121.7753,24.6812,2397
20200117 20:40,121.7778,24.6807,2400
20200117 20:42,121.7752,24.6812,2404
20200117 20:49,121.7778,24.6808,2415
20200117 20:51,121.7754,24.6813,2418
20200117 20:51,121.7777,24.6806,2420
20200117 20:52,121.7750,24.6810,2423
20200117 21:15,121.7765,24.6795,2500
20200118 03:29,121.7750,24.6815,2763
20200118 04:47,121.7772,24.6793,2789
20200118 05:07,121.7754,24.6810,2797
20200118 06:57,121.7766,24.6794,2840
20200118 07:14,121.7752,24.6812,2850
20200118 07:28,121.7778,24.6808,2855
20200118 07:29,121.7753,24.6812,2858
20200118 07:41,121.7778,24.6808,2902
20200118 07:41,121.7754,24.6813,2903
20200118 07:41,121.7777,24.6808,2904
20200118 07:41,121.7754,24.6813,2906
20200118 07:41,121.7777,24.6808,2907
20200118 07:41,121.7754,24.6813,2908
20200118 07:41,121.7778,24.6808,2909
20200118 07:42,121.7750,24.6810,2910
20200118 08:29,121.7753,24.6777,3005
20200118 08:34,121.7777,24.6827,3029
20200118 08:34,121.7763,24.6865,3030
20200118 08:34,121.7779,24.6836,3031
20200118 08:34,121.7734,24.6871,3033
20200118 08:34,121.7779,24.6854,3034
20200118 08:34,121.7779,24.6836,3035
20200118 08:34,121.7734,24.6871,3037
20200118 08:34,121.7779,24.6836,3038
20200118 08:34,121.7757,24.6866,3041
20200118 08:34,121.7734,24.6871,3042
20200118 08:34,121.7779,24.6841,3043
20200118 08:34,121.7734,24.6871,3046
20200118 08:34,121.7763,24.6865,3047
20200118 08:35,121.7725,24.6873,3048
20200118 08:35,121.7701,24.6874,3049
20200118 08:35,121.7735,24.6872,3050
20200118 08:35,121.7719,24.6873,3051
20200118 08:35,121.7701,24.6874,3052
20200118 08:36,121.7661,24.6844,3053
20200118 08:36,121.7699,24.6873,3054
20200118 08:36,121.7660,24.6875,3055
20200118 08:36,121.7669,24.6859,3058
20200118 08:36,121.7699,24.6873,3059
20200118 08:36,121.7668,24.6860,3062
20200118 08:36,121.7655,24.6885,3063
20200118 08:36,121.7700,24.6874,3064
20200118 08:36,121.7655,24.6835,3065
20200118 08:36,121.7656,24.6884,3067
20200118 08:37,121.7635,24.6802,3070
20200118 08:37,121.7652,24.6830,3072
20200118 08:37,121.7634,24.6802,3073
20200118 08:38,121.7575,24.6801,3076
20200118 08:38,121.7540,24.6799,3077
20200118 08:38,121.7557,24.6809,3078
20200118 08:38,121.7540,24.6800,3079
20200118 08:38,121.7557,24.6809,3080
20200118 08:38,121.7540,24.6800,3081
20200118 08:38,121.7575,24.6801,3082
20200118 08:38,121.7627,24.6804,3083
20200118 08:38,121.7575,24.6801,3084
20200118 08:38,121.7557,24.6809,3085
20200118 08:39,121.7453,24.6841,3086
20200118 08:39,121.7482,24.6827,3089
20200118 08:39,121.7453,24.6841,3095
20200118 08:39,121.7491,24.6824,3099
20200118 08:39,121.7512,24.6815,3101
20200118 08:39,121.7453,24.6841,3102
20200118 08:39,121.7491,24.6824,3103
20200118 08:39,121.7453,24.6841,3104
20200118 08:39,121.7469,24.6834,3107
20200118 08:39,121.7453,24.6841,3108
20200118 08:39,121.7492,24.6824,3109
20200118 08:39,121.7512,24.6815,3110
20200118 08:39,121.7446,24.6844,3111
20200118 08:39,121.7482,24.6827,3112
20200118 08:39,121.7453,24.6841,3115
20200118 08:39,121.7512,24.6815,3118
20200118 08:39,121.7481,24.6826,3119
20200118 08:40,121.7440,24.6846,3123
20200118 08:40,121.7409,24.6839,3124
20200118 08:40,121.7442,24.6845,3129
20200118 08:40,121.7423,24.6847,3131
20200118 08:40,121.7408,24.6838,3134
20200118 08:40,121.7437,24.6848,3135
20200118 08:40,121.7409,24.6839,3141
20200118 08:40,121.7437,24.6848,3143
20200118 08:40,121.7408,24.6838,3144
20200118 08:40,121.7440,24.6846,3145
20200118 08:40,121.7408,24.6838,3146
20200118 08:40,121.7442,24.6845,3147
20200118 08:40,121.7405,24.6836,3148
20200118 08:40,121.7435,24.6849,3150
20200118 08:41,121.7370,24.6806,3151
20200118 08:41,121.7358,24.6796,3152
20200118 08:41,121.7385,24.6818,3153
20200118 08:41,121.7370,24.6806,3154
20200118 08:41,121.7390,24.6823,3155
20200118 08:43,121.7337,24.6767,3158
20200118 08:58,121.7345,24.6782,3188
20200118 08:58,121.7337,24.6767,3192
20200118 08:58,121.7345,24.6782,3195
20200118 08:58,121.7337,24.6767,3196
20200118 08:58,121.7345,24.6782,3198
20200118 08:58,121.7337,24.6767,3200
20200118 08:58,121.7345,24.6782,3205
20200118 08:59,121.7334,24.6763,3209
20200118 09:01,121.7345,24.6782,3225
20200118 09:01,121.7334,24.6763,3226
20200118 09:01,121.7345,24.6782,3228
20200118 09:01,121.7334,24.6763,3229
20200118 09:01,121.7345,24.6782,3233
20200118 09:01,121.7332,24.6759,3234
20200118 09:05,121.7341,24.6774,3256
20200118 09:05,121.7356,24.6795,3258
20200118 09:05,121.7340,24.6773,3259
20200118 09:05,121.7356,24.6795,3271
20200118 09:05,121.7341,24.6774,3272
20200118 09:15,121.7329,24.6755,3291
20200118 09:16,121.7337,24.6767,3295
20200118 09:37,121.7351,24.6693,3356
20200118 09:37,121.7382,24.6693,3357
20200118 09:37,121.7337,24.6768,3358
20200118 09:37,121.7382,24.6693,3361
20200118 09:37,121.7359,24.6676,3362
20200118 09:37,121.7383,24.6691,3363
20200118 09:37,121.7359,24.6676,3365
20200118 09:37,121.7383,24.6691,3366
20200118 09:40,121.7343,24.6751,3367
20200118 09:57,121.7337,24.6767,3385
20200118 10:00,121.7345,24.6782,3405
20200118 10:00,121.7337,24.6767,3406
20200118 10:14,121.7385,24.6696,3431
20200118 10:19,121.7337,24.6767,3433
20200118 10:20,121.7329,24.6753,3439
20200118 10:20,121.7337,24.6768,3440
20200118 10:20,121.7329,24.6753,3441
20200118 10:20,121.7337,24.6768,3442
20200118 10:20,121.7329,24.6755,3443
20200118 10:24,121.7337,24.6767,3460
20200118 10:42,121.7345,24.6782,3514
20200118 10:42,121.7332,24.6760,3515
20200118 10:42,121.7345,24.6782,3519
20200118 10:42,121.7332,24.6760,3520
20200118 10:42,121.7351,24.6693,3523
20200118 10:42,121.7332,24.6760,3525
20200118 10:42,121.7351,24.6693,3527
20200118 10:42,121.7338,24.6770,3528
20200118 10:56,121.7345,24.6782,3565
20200118 10:56,121.7336,24.6766,3566
20200118 10:57,121.7329,24.6753,3583
20200118 10:57,121.7341,24.6774,3584
20200118 11:00,121.7329,24.6753,3603
20200118 11:01,121.7359,24.6797,3604
20200118 11:02,121.7355,24.6894,3607
20200118 11:02,121.7370,24.6806,3608
20200118 11:02,121.7382,24.6817,3611
20200118 11:02,121.7353,24.6895,3614
20200118 11:02,121.7377,24.6812,3616
20200118 11:03,121.7353,24.6895,3617
20200118 11:09,121.7560,24.7043,3639
20200118 11:09,121.7639,24.7104,3640
20200118 11:10,121.7712,24.7172,3641
20200118 11:11,121.7688,24.6983,3646
20200118 11:11,121.7712,24.7172,3647
20200118 11:11,121.7716,24.7155,3652
20200118 11:11,121.7710,24.7179,3653
20200118 11:12,121.7652,24.7106,3656
20200118 11:12,121.7624,24.7101,3659
20200118 11:12,121.7652,24.7106,3665
20200118 11:12,121.7629,24.7102,3668
20200118 11:12,121.7651,24.7106,3671
20200118 11:12,121.7624,24.7101,3672
20200118 11:12,121.7651,24.7106,3678
20200118 11:12,121.7622,24.7100,3683
20200118 11:12,121.7654,24.7106,3684
20200118 11:12,121.7622,24.7100,3686
20200118 11:12,121.7651,24.7106,3687
20200118 11:12,121.7624,24.7101,3688
20200118 11:12,121.7651,24.7106,3690
20200118 11:12,121.7624,24.7101,3694
20200118 11:12,121.7651,24.7106,3695
20200118 11:12,121.7618,24.7098,3696
20200118 11:13,121.7656,24.7107,3697
20200118 11:13,121.7684,24.7108,3698
20200118 11:13,121.7712,24.7112,3702
20200118 11:13,121.7723,24.7093,3703
20200118 11:13,121.7688,24.7109,3704
20200118 11:13,121.7723,24.7093,3705
20200118 11:13,121.7684,24.7108,3708
20200118 11:13,121.7723,24.7093,3709
20200118 11:13,121.7684,24.7108,3710
20200118 11:13,121.7668,24.7108,3711
20200118 11:13,121.7684,24.7108,3713
20200118 11:14,121.7726,24.7107,3715
20200118 11:15,121.7712,24.7112,3717
20200118 11:15,121.7724,24.7122,3718
20200118 11:15,121.7726,24.7107,3719
20200118 11:15,121.7724,24.7122,3722
20200118 11:15,121.7726,24.7107,3723
20200118 11:16,121.7715,24.7168,3724
20200118 11:16,121.7706,24.7199,3725
20200118 11:16,121.7720,24.7140,3726
20200118 11:16,121.7706,24.7199,3727
20200118 11:16,121.7694,24.7223,3728
20200118 11:16,121.7715,24.7168,3729
20200118 11:16,121.7698,24.7219,3730
20200118 11:16,121.7690,24.7234,3732
20200118 11:16,121.7708,24.7191,3733
20200118 11:16,121.7698,24.7219,3735
20200118 11:16,121.7713,24.7175,3736
20200118 11:16,121.7702,24.7204,3738
20200118 11:16,121.7698,24.7219,3740
20200118 11:16,121.7715,24.7168,3741
20200118 11:16,121.7706,24.7199,3742
20200118 11:16,121.7698,24.7219,3743
20200118 11:17,121.7750,24.7255,3744
20200118 11:17,121.7721,24.7293,3745
20200118 11:17,121.7750,24.7255,3746
20200118 11:17,121.7735,24.7253,3747
20200118 11:17,121.7750,24.7255,3748
20200118 11:18,121.7717,24.7314,3753
20200118 11:19,121.7717,24.7336,3755
20200118 11:19,121.7711,24.7406,3757
20200118 11:19,121.7718,24.7422,3759
20200118 11:19,121.7717,24.7337,3760
20200118 11:21,121.7717,24.7473,3762
20200118 11:22,121.7733,24.7501,3776
20200118 11:22,121.7714,24.7482,3786
20200118 11:22,121.7733,24.7501,3787
20200118 11:22,121.7714,24.7482,3789
20200118 11:29,121.7749,24.7499,3790
20200118 11:45,121.7747,24.7552,3842
20200118 12:20,121.7743,24.7500,3924
20200118 12:21,121.7740,24.7549,3929
20200118 12:21,121.7748,24.7499,3930
20200118 12:21,121.7740,24.7549,3937
20200118 12:24,121.7747,24.7498,3948
20200118 12:28,121.7741,24.7562,3952
20200118 12:30,121.7748,24.7499,3956
20200118 12:30,121.7740,24.7549,3957
20200118 12:31,121.7755,24.7497,3959
20200118 12:35,121.7740,24.7549,3993
20200118 12:36,121.7754,24.7504,3998
20200118 13:08,121.7736,24.7566,4088
20200118 13:24,121.7749,24.7548,4128
20200118 13:41,121.7741,24.7562,4151
20200118 13:44,121.7748,24.7499,4161
20200118 13:44,121.7740,24.7549,4162
20200118 13:44,121.7748,24.7499,4164
20200118 13:44,121.7740,24.7549,4169
20200118 13:44,121.7746,24.7500,4170
20200118 13:45,121.7740,24.7555,4171
20200118 13:45,121.7743,24.7500,4177
20200118 13:45,121.7740,24.7549,4178
20200118 13:54,121.7748,24.7499,4209
20200118 13:56,121.7741,24.7559,4219
20200118 13:56,121.7748,24.7499,4222
20200118 13:56,121.7741,24.7559,4223
20200118 14:28,121.7751,24.7537,4324
20200118 14:45,121.7727,24.7570,4356
20200118 15:01,121.7741,24.7559,4407
20200118 15:13,121.7748,24.7499,4458
20200118 15:13,121.7740,24.7549,4459
20200118 15:14,121.7748,24.7499,4462
20200118 15:20,121.7741,24.7559,4471
20200118 15:23,121.7748,24.7499,4483
20200118 15:25,121.7741,24.7562,4496
20200118 15:28,121.7748,24.7499,4515
20200118 15:29,121.7741,24.7565,4527
20200118 15:29,121.7748,24.7499,4528
20200118 15:29,121.7741,24.7565,4529
20200118 15:29,121.7752,24.7498,4530
20200118 15:29,121.7741,24.7562,4532
20200118 15:29,121.7748,24.7499,4533
20200118 15:30,121.7741,24.7559,4534
20200118 15:35,121.7748,24.7499,4551
20200118 15:37,121.7741,24.7562,4560
20200118 15:42,121.7741,24.7500,4576
20200118 15:48,121.7714,24.7505,4585
20200118 15:52,121.7679,24.7513,4590
20200118 16:05,121.7664,24.7516,4653
20200118 16:08,121.7678,24.7511,4663
20200118 16:09,121.7664,24.7516,4679
20200118 16:09,121.7678,24.7498,4680
20200118 16:09,121.7664,24.7516,4682
20200118 16:10,121.7678,24.7498,4685
20200118 16:13,121.7671,24.7515,4699
20200118 18:10,121.7678,24.7499,4896
20200118 18:10,121.7666,24.7515,4897
20200118 18:10,121.7678,24.7499,4900
20200118 18:10,121.7666,24.7515,4901
20200118 18:10,121.7678,24.7499,4903
20200118 18:10,121.7666,24.7515,4905
20200118 18:10,121.7678,24.7499,4909
20200118 18:10,121.7666,24.7515,4910
20200118 18:22,121.7678,24.7507,4952
20200118 18:23,121.7664,24.7516,4965
20200118 18:23,121.7678,24.7511,4966
20200118 18:37,121.7679,24.7495,5087
20200118 18:38,121.7680,24.7477,5097
20200118 18:40,121.7715,24.7454,5101
20200118 18:40,121.7680,24.7479,5104
20200118 18:40,121.7715,24.7450,5107
20200118 18:40,121.7684,24.7451,5109
20200118 18:40,121.7715,24.7453,5110
20200118 18:40,121.7680,24.7477,5112
20200118 18:40,121.7715,24.7453,5113
20200118 18:40,121.7684,24.7452,5116
20200118 18:40,121.7715,24.7453,5117
20200118 18:40,121.7680,24.7477,5118
20200118 18:40,121.7715,24.7444,5119
20200118 18:40,121.7684,24.7451,5120
20200118 18:41,121.7694,24.7416,5122
20200118 18:41,121.7688,24.7442,5123
20200118 18:41,121.7694,24.7416,5124
20200118 18:41,121.7688,24.7442,5125
20200118 18:41,121.7694,24.7416,5127
20200118 18:41,121.7688,24.7436,5128
20200118 18:41,121.7682,24.7458,5137
20200118 18:42,121.7716,24.7393,5139
20200118 18:42,121.7716,24.7407,5145
20200118 18:42,121.7717,24.7382,5147
20200118 18:42,121.7716,24.7407,5149
20200118 18:42,121.7717,24.7382,5150
20200118 18:42,121.7718,24.7401,5151
20200118 18:42,121.7717,24.7382,5152
20200118 18:42,121.7716,24.7407,5153
20200118 18:42,121.7699,24.7414,5155
20200118 18:42,121.7718,24.7401,5156
20200118 18:42,121.7717,24.7382,5157
20200118 18:42,121.7699,24.7414,5159
20200118 18:42,121.7716,24.7402,5160
20200118 18:42,121.7717,24.7382,5161
20200118 18:42,121.7716,24.7399,5162
20200118 18:43,121.7722,24.7273,5163
20200118 18:43,121.7721,24.7287,5164
20200118 18:43,121.7720,24.7314,5170
20200118 18:43,121.7720,24.7297,5172
20200118 18:43,121.7720,24.7314,5173
20200118 18:43,121.7721,24.7287,5174
20200118 18:44,121.7677,24.7257,5175
20200118 18:45,121.7696,24.7229,5180
20200118 18:46,121.7697,24.7265,5183
20200118 18:46,121.7703,24.7232,5186
20200118 18:46,121.7688,24.7224,5189
20200118 18:46,121.7703,24.7232,5191
20200118 18:46,121.7688,24.7224,5192
20200118 18:46,121.7703,24.7232,5193
20200118 18:46,121.7700,24.7262,5194
20200118 18:48,121.7712,24.7058,5195
20200118 18:49,121.7689,24.6985,5204
20200118 18:52,121.7705,24.6879,5205
20200118 18:54,121.7709,24.6821,5213
20200118 18:56,121.7679,24.6752,5221
20200118 18:58,121.7685,24.6768,5233
20200118 19:00,121.7682,24.6752,5260
20200118 19:00,121.7684,24.6768,5261
20200118 19:00,121.7682,24.6752,5269
20200118 19:27,121.7688,24.6770,5293
20200118 19:58,121.7682,24.6752,5363
20200118 20:14,121.7686,24.6769,5410
20200118 20:31,121.7686,24.6752,5441
20200118 20:42,121.7671,24.6750,5494
20200118 21:15,121.7707,24.6747,5531
20200118 21:18,121.7681,24.6752,5568
20200118 21:38,121.7717,24.6803,5587
20200118 21:48,121.7715,24.6789,5597
20200118 21:49,121.7717,24.6803,5601
20200118 22:10,121.7748,24.6808,5610
20200118 22:39,121.7760,24.6800,5636
20200118 23:44,121.7755,24.6814,5744
20200119 00:09,121.7760,24.6800,5830
20200119 00:09,121.7755,24.6814,5831
20200119 00:10,121.7760,24.6800,5834
20200119 02:07,121.7739,24.6823,6160
20200119 03:49,121.7753,24.6809,6210
20200119 04:14,121.7765,24.6800,6221
20200119 04:59,121.7755,24.6815,6233
20200119 05:59,121.7763,24.6800,6252
20200119 10:33,121.7752,24.6812,6453
20200119 10:52,121.7777,24.6808,6497
20200119 10:59,121.7754,24.6813,6505
20200119 11:00,121.7778,24.6807,6514
20200119 11:07,121.7755,24.6814,6523
20200119 11:13,121.7777,24.6813,6540
20200119 11:13,121.7759,24.6817,6542
20200119 11:13,121.7777,24.6813,6543
20200119 11:13,121.7761,24.6819,6544
20200119 11:14,121.7764,24.6777,6548
20200119 11:15,121.7726,24.6745,6552
20200119 11:15,121.7759,24.6750,6553
20200119 11:15,121.7726,24.6745,6554
20200119 11:15,121.7759,24.6777,6556
20200119 11:15,121.7759,24.6750,6560
20200119 11:15,121.7759,24.6777,6561
20200119 11:15,121.7744,24.6750,6562
20200119 11:16,121.7776,24.6745,6564
20200119 11:16,121.7754,24.6751,6566
20200119 11:16,121.7776,24.6745,6567
20200119 11:17,121.7760,24.6731,6569
20200119 11:19,121.7776,24.6745,6577
20200119 11:27,121.7760,24.675,6616
20200119 11:29,121.7760,24.6731,6618
20200119 11:33,121.7743,24.6727,6626
20200119 11:39,121.7760,24.6731,6632
20200119 11:54,121.7734,24.6704,6765
20200119 11:54,121.7760,24.6731,6770
20200119 11:56,121.7740,24.6715,6771
20200119 12:15,121.7749,24.6726,6799
20200119 12:24,121.7733,24.6719,6826
20200119 12:26,121.7759,24.6732,6829
20200119 12:26,121.7733,24.6719,6832
20200119 12:26,121.7759,24.6732,6833
20200119 12:26,121.7733,24.6719,6835
20200119 12:27,121.7759,24.6732,6836
20200119 12:39,121.7776,24.6731,6898
20200119 12:41,121.7760,24.6731,6906
20200119 12:55,121.7743,24.6727,6963
20200119 12:56,121.7759,24.6731,6969
20200119 12:56,121.7743,24.6727,6970
20200119 12:56,121.7759,24.6731,6971
20200119 13:06,121.7733,24.6719,6979
20200119 13:06,121.7759,24.6732,6982
20200119 13:06,121.7733,24.6719,6983
20200119 13:10,121.7761,24.6731,6985
20200119 13:15,121.7733,24.6719,7028
20200119 13:17,121.7759,24.6731,7034
20200119 13:18,121.7743,24.6727,7037
20200119 13:19,121.7761,24.6731,7047
20200119 13:19,121.7743,24.6727,7048
20200119 13:22,121.7761,24.6731,7061
20200119 13:22,121.7743,24.6727,7063
20200119 13:23,121.7761,24.6731,7067
20200119 13:23,121.7743,24.6727,7068
20200119 13:23,121.7759,24.6731,7069
20200119 13:23,121.7743,24.6727,7071
20200119 13:23,121.7761,24.6731,7072
20200119 13:25,121.7743,24.6727,7075
20200119 13:32,121.7760,24.6731,7078
20200119 13:39,121.7778,24.6754,7083
20200119 13:39,121.7754,24.6751,7090
20200119 13:39,121.7778,24.6754,7091
20200119 13:41,121.7754,24.6751,7097
20200119 13:45,121.7776,24.6738,7107
20200119 13:45,121.7754,24.6751,7109
20200119 13:46,121.7777,24.6762,7117
20200119 13:46,121.7754,24.6751,7120
20200119 13:46,121.7777,24.6762,7121
20200119 13:49,121.7758,24.6777,7125
20200119 13:49,121.7777,24.6775,7126
20200119 13:49,121.7752,24.6778,7127
20200119 13:49,121.7777,24.6775,7128
20200119 13:49,121.7758,24.6777,7129
20200119 14:12,121.7777,24.6778,7190
20200119 14:13,121.7800,24.6778,7198
20200119 14:13,121.7785,24.6777,7199
20200119 14:14,121.7803,24.6779,7204
20200119 14:14,121.7847,24.6779,7205
20200119 14:14,121.7821,24.6778,7206
20200119 14:14,121.7847,24.6779,7208
20200119 14:14,121.7800,24.6778,7212
20200119 14:14,121.7826,24.6776,7213
20200119 14:14,121.7810,24.6779,7214
20200119 14:14,121.7845,24.6779,7215
20200119 14:14,121.7826,24.6776,7216
20200119 14:14,121.7803,24.6779,7219
20200119 14:14,121.7847,24.6779,7220
20200119 14:14,121.7800,24.6778,7224
20200119 14:14,121.7847,24.6779,7225
20200119 14:14,121.7826,24.6776,7226
20200119 14:14,121.7845,24.6779,7228
20200119 14:15,121.7890,24.6792,7232
20200119 14:15,121.7849,24.6782,7233
20200119 14:15,121.7890,24.6792,7235
20200119 14:15,121.7849,24.6782,7236
20200119 14:15,121.7890,24.6792,7238
20200119 14:15,121.7849,24.6782,7239
20200119 14:15,121.7887,24.6791,7243
20200119 14:16,121.7925,24.6797,7248
20200119 14:17,121.7926,24.6825,7251
20200119 14:17,121.7928,24.6797,7253
20200119 14:17,121.7926,24.6825,7254
20200119 14:17,121.7928,24.6797,7256
20200119 14:17,121.7927,24.6828,7257
20200119 14:17,121.7934,24.6800,7258
20200119 14:17,121.7926,24.6833,7259
20200119 14:17,121.7930,24.6808,7260
20200119 14:18,121.7936,24.6841,7263
20200119 14:20,121.7911,24.6991,7275
20200119 14:20,121.7875,24.7071,7276
20200119 14:20,121.7911,24.6991,7277
20200119 14:20,121.7875,24.7076,7280
20200119 14:21,121.7871,24.7313,7281
20200119 14:21,121.7866,24.7205,7282
20200119 14:21,121.7895,24.7119,7283
20200119 14:21,121.7868,24.7194,7284
20200119 14:21,121.7876,24.7108,7285
20200119 14:21,121.7875,24.7088,7286
20200119 14:24,121.7801,24.7505,7288
20200119 14:24,121.7714,24.7619,7289
20200119 14:24,121.7801,24.7505,7290
20200119 14:24,121.7795,24.7522,7292
20200119 14:32,121.7892,24.8423,7293
20200119 14:34,121.7905,24.8462,7303
20200119 14:35,121.7874,24.8612,7307
20200119 14:38,121.7753,24.8732,7310
20200119 14:44,121.7389,24.912,7314
20200119 14:48,121.7877,24.9223,7317
20200119 14:54,121.6948,24.9516,7320
20200119 14:54,121.7078,24.9465,7321
20200119 14:57,121.6834,24.9688,7324
20200119 14:57,121.6858,24.9755,7325
20200119 14:57,121.6840,24.9762,7326
20200119 14:57,121.6833,24.9690,7327
20200119 14:57,121.6840,24.9762,7328
20200119 14:57,121.6834,24.9688,7329
20200119 14:57,121.6854,24.9719,7330
20200119 14:57,121.6840,24.9762,7331
20200119 14:57,121.6739,24.9800,7332
20200119 14:57,121.6840,24.9762,7333
20200119 14:57,121.6833,24.9690,7334
20200119 14:57,121.6849,24.9765,7335
20200119 14:57,121.6854,24.9719,7336
20200119 14:57,121.6840,24.9762,7337
20200119 14:57,121.6834,24.9688,7339
20200119 14:57,121.6840,24.9762,7340
20200119 14:57,121.6833,24.9690,7341
20200119 14:57,121.6840,24.9762,7342
20200119 14:57,121.6834,24.9688,7343
20200119 14:57,121.6840,24.9762,7344
20200119 14:57,121.6857,24.9719,7346
20200119 14:57,121.6833,24.9690,7347
20200119 15:01,121.6478,25.0103,7348
20200119 15:01,121.6491,25.0067,7349
20200119 15:01,121.6497,25.0086,7350
20200119 15:01,121.6491,25.0067,7352
20200119 15:01,121.6497,25.0086,7357
20200119 15:01,121.6480,25.0101,7358
20200119 15:01,121.6491,25.0067,7361
20200119 15:01,121.6497,25.0086,7362
20200119 15:01,121.6491,25.0067,7363
20200119 15:01,121.6481,25.0100,7364
20200119 15:01,121.6491,25.0067,7365
20200119 15:01,121.6497,25.0086,7367
20200119 15:01,121.6491,25.0067,7368
20200119 15:02,121.6474,25.0106,7369
20200119 15:02,121.6436,25.0121,7370
20200119 15:04,121.6301,25.0330,7375
20200119 15:04,121.6436,25.0121,7378
20200119 15:04,121.6301,25.0330,7379
20200119 15:04,121.6436,25.0121,7381
20200119 15:07,121.6165,25.0547,7382
20200119 15:09,121.6185,25.0601,7383
20200119 15:10,121.6006,25.0583,7390
20200119 15:10,121.6026,25.0584,7393
20200119 15:10,121.5997,25.0583,7396
20200119 15:11,121.5890,25.0610,7397
20200119 15:11,121.5985,25.0583,7399
20200119 15:11,121.5924,25.0598,7400
20200119 15:11,121.5961,25.0589,7401
20200119 15:11,121.5985,25.0583,7403
20200119 15:11,121.5964,25.0588,7404
20200119 15:11,121.5985,25.0583,7405
20200119 15:11,121.5890,25.0610,7406
